DBA,CUISINE DESCRIPTION,VIOLATION CODE,VIOLATION DESCRIPTION,SCORE,BORO,BUILDING,STREET,ZIPCODE,Address,
PHO BANG RESTAURANT,Vietnamese/Cambodian/Malaysia,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,44,QUEENS,4107,KISSENA BOULEVARD,11355,"4107 KISSENA BOULEVARD, QUEENS, New York City, 11355",
VIVI BUBBLE TEA,Caf̩/Coffee/Tea,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,55,MANHATTAN,607,9TH AVE,10036,"607 9TH AVE, MANHATTAN, New York City, 10036",
SAMURAI MAMA,Japanese,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,32,BROOKLYN,205,GRAND ST,11211,"205 GRAND ST, BROOKLYN, New York City, 11211",
ABA TURKISH RESTAURANT,Turkish,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,68,MANHATTAN,325,WEST   57 STREET,10019,"325 WEST   57 STREET, MANHATTAN, New York City, 10019",
MUMTAZ,Indian,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,35,MANHATTAN,1582,YORK AVENUE,10028,"1582 YORK AVENUE, MANHATTAN, New York City, 10028",
YASHIN,Japanese,04M,Live roaches present in facility's food and/or non-food areas.,35,BROOKLYN,381,5TH AVE,11215,"381 5TH AVE, BROOKLYN, New York City, 11215",
ORANGE HUT,Delicatessen,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,9,QUEENS,5317,BROADWAY,11377,"5317 BROADWAY, QUEENS, New York City, 11377",
FRAUNCES TAVERN,American,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",85,MANHATTAN,54,PEARL STREET,10004,"54 PEARL STREET, MANHATTAN, New York City, 10004",
THRIVING STEAM POT,Chinese,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,36,QUEENS,4345,MAIN ST,11355,"4345 MAIN ST, QUEENS, New York City, 11355",
NARGILA GRILL,Jewish/Kosher,04M,Live roaches present in facility's food and/or non-food areas.,37,MANHATTAN,1599,YORK AVENUE,10028,"1599 YORK AVENUE, MANHATTAN, New York City, 10028",
MURPHY'S PUB & RESTAURANT,Irish,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,41,MANHATTAN,977,2 AVENUE,10022,"977 2 AVENUE, MANHATTAN, New York City, 10022",
BELLA ROZA,Jewish/Kosher,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",72,QUEENS,6352,BOOTH STREET,11374,"6352 BOOTH STREET, QUEENS, New York City, 11374",
EAST MEETS WEST,Chinese,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,72,QUEENS,421,BEACH  129 STREET,11694,"421 BEACH  129 STREET, QUEENS, New York City, 11694",
S'MAC,American,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,64,MANHATTAN,345,EAST   12 STREET,10003,"345 EAST   12 STREET, MANHATTAN, New York City, 10003",
MARIE'S GOURMET,American,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,28,STATEN ISLAND,977,VICTORY BOULEVARD,10301,"977 VICTORY BOULEVARD, STATEN ISLAND, New York City, 10301",
BONO TRATTORIA,Italian,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",45,MANHATTAN,3658,BROADWAY,10031,"3658 BROADWAY, MANHATTAN, New York City, 10031",
LA CARIDAD RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,37,MANHATTAN,2092,AMSTERDAM AVENUE,10032,"2092 AMSTERDAM AVENUE, MANHATTAN, New York City, 10032",
ROCKWELL'S,Delicatessen,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,14,MANHATTAN,105,BROAD ST,10004,"105 BROAD ST, MANHATTAN, New York City, 10004",
SUN HING RESTAURANT,Chinese,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",40,BROOKLYN,623,LIVONIA AVENUE,11207,"623 LIVONIA AVENUE, BROOKLYN, New York City, 11207",
COPPER KETTLE KITCHEN,American,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,50,MANHATTAN,1471,2ND AVE,10075,"1471 2ND AVE, MANHATTAN, New York City, 10075",
OLD BAKU,Eastern European,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",33,BROOKLYN,115,DITMAS AVENUE,11218,"115 DITMAS AVENUE, BROOKLYN, New York City, 11218",
PEARL STREET DINER,American,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,10,MANHATTAN,212,PEARL STREET,10038,"212 PEARL STREET, MANHATTAN, New York City, 10038",
PIECE OF VELVET,"Ice Cream, Gelato, Yogurt, Ices",04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,82,MANHATTAN,17,W 125TH ST,10027,"17 W 125TH ST, MANHATTAN, New York City, 10027",
ANA'S BAKERY & CAFE,Bakery,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,43,BRONX,2125-27,WILLIAMSBRIDGE RD,10461,"2125-27 WILLIAMSBRIDGE RD, BRONX, New York City, 10461",
NOUS LES AMIS RESTAURANT & BAKERY,Creole,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,28,BROOKLYN,2187,CLARENDON ROAD,11226,"2187 CLARENDON ROAD, BROOKLYN, New York City, 11226",
THE ORIGINAL CULPEPPERS RESTAURANT,Caribbean,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",40,BROOKLYN,1082,NOSTRAND AVENUE,11225,"1082 NOSTRAND AVENUE, BROOKLYN, New York City, 11225",
EL TAPATIO MEXICAN RESTAURANT,Mexican,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,53,MANHATTAN,209,EAST  116 STREET,10029,"209 EAST  116 STREET, MANHATTAN, New York City, 10029",
VYBES KITCHEN,Caribbean,04M,Live roaches present in facility's food and/or non-food areas.,10,BRONX,1296,GUNHILL ROAD,10469,"1296 GUNHILL ROAD, BRONX, New York City, 10469",
TONE AUTHENTIC GEORGIAN BAKERY & CUISINE,Eastern European,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,44,BROOKLYN,265,NEPTUNE AVENUE,11235,"265 NEPTUNE AVENUE, BROOKLYN, New York City, 11235",
PEKING KITCHEN,Chinese,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,39,BRONX,724,LYDIG AVENUE,10462,"724 LYDIG AVENUE, BRONX, New York City, 10462",
LA LECHONERA CRIOLLA,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,12,BRONX,1709,WEBSTER AVENUE,10457,"1709 WEBSTER AVENUE, BRONX, New York City, 10457",
NEW SHAMA RESTAURANT,Pakistani,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,59,BROOKLYN,232,NEPTUNE AVENUE,11235,"232 NEPTUNE AVENUE, BROOKLYN, New York City, 11235",
TOKYO BAY,Japanese,04M,Live roaches present in facility's food and/or non-food areas.,40,BROOKLYN,611,86TH ST,11209,"611 86TH ST, BROOKLYN, New York City, 11209",
BREAD & BUTTER,Delicatessen,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",65,MANHATTAN,757,3RD AVE,10019,"757 3RD AVE, MANHATTAN, New York City, 10019",
KENNEDY FRIED CHICKEN,Chicken,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,32,BROOKLYN,5424,7TH AVE,11220,"5424 7TH AVE, BROOKLYN, New York City, 11220",
CARLOS & GABBY'S,Jewish/Kosher,04M,Live roaches present in facility's food and/or non-food areas.,46,BROOKLYN,1376,CONEY ISLAND AVENUE,11230,"1376 CONEY ISLAND AVENUE, BROOKLYN, New York City, 11230",
MEI WEI RESTAURANT,Chinese,04M,Live roaches present in facility's food and/or non-food areas.,53,BROOKLYN,297,BROADWAY,11211,"297 BROADWAY, BROOKLYN, New York City, 11211",
QUICKLY CAFE,Caf̩/Coffee/Tea,04M,Live roaches present in facility's food and/or non-food areas.,58,QUEENS,8306,BROADWAY,11373,"8306 BROADWAY, QUEENS, New York City, 11373",
KENNEDY FRIED CHICKEN,Chicken,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,39,MANHATTAN,2232,3RD AVE,10035,"2232 3RD AVE, MANHATTAN, New York City, 10035",
ORANGE HUT,Delicatessen,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,48,QUEENS,5317,BROADWAY,11377,"5317 BROADWAY, QUEENS, New York City, 11377",
MCDONALD'S,Hamburgers,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",40,MANHATTAN,541,6TH AVE,10011,"541 6TH AVE, MANHATTAN, New York City, 10011",
SHEN ZHOU RESTAURANT,Chinese,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",33,BROOKLYN,159,WILSON AVE,11237,"159 WILSON AVE, BROOKLYN, New York City, 11237",
LA PERLA DEL ULUA RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04M,Live roaches present in facility's food and/or non-food areas.,48,BROOKLYN,354,MELROSE STREET,11237,"354 MELROSE STREET, BROOKLYN, New York City, 11237",
CITLALI COFFEE SHOP,Mexican,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,35,BROOKLYN,7816,NEW UTRECHT AVE,11214,"7816 NEW UTRECHT AVE, BROOKLYN, New York City, 11214",
CAFE CON PAN BAKERY II,Bakery,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,35,STATEN ISLAND,137,PORT RICHMOND AVENUE,10302,"137 PORT RICHMOND AVENUE, STATEN ISLAND, New York City, 10302",
POCHANA,Thai,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,52,QUEENS,3316,30TH AVE,11103,"3316 30TH AVE, QUEENS, New York City, 11103",
LAS MARAVILLAS DE MEXICO RESTAURANT,Mexican,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,68,BRONX,1113,BEDFORD PARK BOULEVARD,10468,"1113 BEDFORD PARK BOULEVARD, BRONX, New York City, 10468",
E NOODLE,Chinese,04M,Live roaches present in facility's food and/or non-food areas.,55,BROOKLYN,8619,5TH AVE,11209,"8619 5TH AVE, BROOKLYN, New York City, 11209",
LATIN BAKERY,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04M,Live roaches present in facility's food and/or non-food areas.,14,QUEENS,4141,MAIN STREET,11355,"4141 MAIN STREET, QUEENS, New York City, 11355",
JOE'S GINGER RESTAURANT,Chinese,04M,Live roaches present in facility's food and/or non-food areas.,43,MANHATTAN,25,PELL STREET,10013,"25 PELL STREET, MANHATTAN, New York City, 10013",
CHUCK E. CHEESE'S,Pizza,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,35,BRONX,700,EXTERIOR ST,10451,"700 EXTERIOR ST, BRONX, New York City, 10451",
LA PERLA DEL ULUA RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,56,BROOKLYN,354,MELROSE STREET,11237,"354 MELROSE STREET, BROOKLYN, New York City, 11237",
CHANCE,Asian,04M,Live roaches present in facility's food and/or non-food areas.,29,BROOKLYN,223,SMITH ST,11201,"223 SMITH ST, BROOKLYN, New York City, 11201",
MANGANARO'S HERO BOY,American,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,64,MANHATTAN,494,9TH AVE,10018,"494 9TH AVE, MANHATTAN, New York City, 10018",
BO BO KITCHEN CHINESE RESTAURANT,Chinese,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,59,BROOKLYN,1601,CORTELYOU ROAD,11226,"1601 CORTELYOU ROAD, BROOKLYN, New York City, 11226",
HAPPY HOT HUNAN RESTAURANT,Chinese,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,25,MANHATTAN,969,AMSTERDAM AVE,10025,"969 AMSTERDAM AVE, MANHATTAN, New York City, 10025",
SAN MARCO PIZZERIA,Pizza/Italian,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,45,BROOKLYN,577,LORIMER STREET,11211,"577 LORIMER STREET, BROOKLYN, New York City, 11211",
MANNA CATERING,Jewish/Kosher,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,33,QUEENS,4225,VERNON BOULEVARD,11101,"4225 VERNON BOULEVARD, QUEENS, New York City, 11101",
NEW TASTE OF CHINA,Chinese,04M,Live roaches present in facility's food and/or non-food areas.,35,STATEN ISLAND,90,GUYON AVENUE,10306,"90 GUYON AVENUE, STATEN ISLAND, New York City, 10306",
A SAN FUZHOU RESTAURANT,Chinese,04M,Live roaches present in facility's food and/or non-food areas.,45,MANHATTAN,7,ELDRIDGE STREET,10002,"7 ELDRIDGE STREET, MANHATTAN, New York City, 10002",
WILBEL PIZZA,Pizza,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40,BRONX,605,SOUTHERN BOULEVARD,10455,"605 SOUTHERN BOULEVARD, BRONX, New York City, 10455",
MAMA LETI'S,Spanish,04M,Live roaches present in facility's food and/or non-food areas.,33,QUEENS,4007,JUNCTION BOULEVARD,11368,"4007 JUNCTION BOULEVARD, QUEENS, New York City, 11368",
CORCHO WINE ROOM,"Bottled beverages, including water, sodas, juices, etc.",04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,33,MANHATTAN,227,DYCKMAN STREET,10034,"227 DYCKMAN STREET, MANHATTAN, New York City, 10034",
NEW  STAR CHINESE RESTAURANT,Chinese,04M,Live roaches present in facility's food and/or non-food areas.,40,BROOKLYN,2212,AVENUE X,11235,"2212 AVENUE X, BROOKLYN, New York City, 11235",
SHEN ZHOU RESTAURANT,Chinese,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,33,BROOKLYN,159,WILSON AVE,11237,"159 WILSON AVE, BROOKLYN, New York City, 11237",
LA BELLEZZA PIZZERIA,Pizza,04M,Live roaches present in facility's food and/or non-food areas.,71,MANHATTAN,315,BROADWAY,10007,"315 BROADWAY, MANHATTAN, New York City, 10007",
NEW STAR SEAFOOD RESTAURANT,Chinese,04M,Live roaches present in facility's food and/or non-food areas.,33,BROOKLYN,6022,8TH AVE,11220,"6022 8TH AVE, BROOKLYN, New York City, 11220",
MONTEZUMA RESTAURANT,Mexican,04M,Live roaches present in facility's food and/or non-food areas.,22,BRONX,119,WEST KINGSBRIDGE ROAD,10468,"119 WEST KINGSBRIDGE ROAD, BRONX, New York City, 10468",
NICOLAS BISTRO,Spanish,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,64,BROOKLYN,2909,FULTON ST,11207,"2909 FULTON ST, BROOKLYN, New York City, 11207",
KONDITORI,Caf̩/Coffee/Tea,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,18,BROOKLYN,696,WASHINGTON AVE,11238,"696 WASHINGTON AVE, BROOKLYN, New York City, 11238",
LA GUADALUPANA RESTAURANT,Spanish,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,29,MANHATTAN,3825,BROADWAY,10032,"3825 BROADWAY, MANHATTAN, New York City, 10032",
TRINI HOME RESTAURANT,Caribbean,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,46,BROOKLYN,1928,FULTON STREET,11233,"1928 FULTON STREET, BROOKLYN, New York City, 11233",
ORO BAR RESTAURANT,Spanish,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",43,BRONX,950,PROSPECT AVE,10459,"950 PROSPECT AVE, BRONX, New York City, 10459",
SUBWAY,Sandwiches,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,33,MANHATTAN,6466,DELANCY STREET,10002,"6466 DELANCY STREET, MANHATTAN, New York City, 10002",
